score_qstamp,qstamp,tstamp,measure,beat,instrument,duration_quarter,duration,pitch,velocity
31.125,31.125,44.4643,12,2.0,Oboe 1,1.0,1.4286,81,0.4961
32.125,32.125,45.8929,12,3.0,Bassoon 1,0.5,0.7143,65,0.5461
32.125,32.125,45.8929,12,3.0,Bassoon 2,0.5,0.7143,62,0.5461
32.125,32.125,45.8929,12,3.0,Viola,0.5,0.7143,62,1.0
32.125,32.125,45.8929,12,3.0,Oboe 1,0.5,0.7143,81,0.4961
32.125,32.125,45.8929,12,3.0,Contrabass,0.5,0.7143,38,1.0
32.125,32.125,45.8929,12,3.0,Violoncello,0.5,0.7143,50,1.0
32.125,32.125,45.8929,12,3.0,Oboe 2,0.5,0.7143,77,0.4961
32.125,32.125,45.8929,12,3.0,Violin 2,0.5,0.7143,65,0.8295
32.625,32.625,46.6071,12,3.5,Timpani,0.5,0.7143,45,1.0
32.625,32.625,46.6071,12,3.5,Contrabass,0.5,0.7143,36,1.0
32.625,32.625,46.6071,12,3.5,Oboe 1,0.5,0.7143,81,1.0
32.625,32.625,46.6071,12,3.5,Violin 2,0.5,0.7143,75,0.7087
32.625,32.625,46.6071,12,3.5,Violoncello,0.5,0.7143,48,1.0
32.625,32.625,46.6071,12,3.5,Flute 2,0.5,0.7143,81,1.0
32.625,32.625,46.6071,12,3.5,D Horn 1,0.5,0.7143,69,1.0
32.625,32.625,46.6071,12,3.5,Bassoon 1,0.5,0.7143,63,1.0
32.625,32.625,46.6071,12,3.5,Oboe 2,0.5,0.7143,75,1.0
32.625,32.625,46.6071,12,3.5,Violin 2,0.5,0.7143,65,0.7087
32.625,32.625,46.6071,12,3.5,D Horn 2,0.5,0.7143,57,1.0
32.625,32.625,46.6071,12,3.5,Bassoon 2,0.5,0.7143,60,1.0
32.625,32.625,46.6071,12,3.5,Violin 1,0.5,0.7143,69,0.7087
32.625,32.625,46.6071,12,3.5,D Trumpet 1,0.5,0.7143,69,1.0
32.625,32.625,46.6071,12,3.5,Viola,0.5,0.7143,60,1.0
32.625,32.625,46.6071,12,3.5,A Clarinet 1,0.5,0.7143,69,1.0
32.625,32.625,46.6071,12,3.5,D Trumpet 2,0.5,0.7143,57,1.0
32.625,32.625,46.6071,12,3.5,A Clarinet 2,0.5,0.7143,69,1.0
32.625,32.625,46.6071,12,3.5,Flute 1,0.5,0.7143,87,1.0
32.625,32.625,46.6071,12,3.5,Violin 1,0.5,0.7143,81,0.7087
33.125,33.125,47.3214,13,1.0,Flute 2,0.5,0.7143,82,1.0
33.125,33.125,47.3214,13,1.0,D Trumpet 1,0.5,0.7143,74,1.0
33.125,33.125,47.3214,13,1.0,A Clarinet 1,0.5,0.7143,74,1.0
33.125,33.125,47.3214,13,1.0,Oboe 2,0.5,0.7143,74,1.0
33.125,33.125,47.3214,13,1.0,Bassoon 2,0.5,0.7143,58,1.0
33.125,33.125,47.3214,13,1.0,D Horn 1,0.5,0.7143,62,1.0
33.125,33.125,47.3214,13,1.0,Bassoon 1,0.5,0.7143,62,1.0
33.125,33.125,47.3214,13,1.0,Flute 1,0.5,0.7143,86,1.0
33.125,33.125,47.3214,13,1.0,Oboe 1,0.5,0.7143,82,1.0
33.125,33.125,47.3214,13,1.0,Timpani,0.5,0.7143,50,1.0
33.125,33.125,47.3214,13,1.0,Contrabass,0.25,0.3571,34,1.0
33.125,33.125,47.3214,13,1.0,Violoncello,0.25,0.3571,46,1.0
33.125,33.125,47.3214,13,1.0,D Horn 2,0.5,0.7143,50,1.0
33.125,33.125,47.3214,13,1.0,Violin 2,0.25,0.3571,74,0.7087
33.125,33.125,47.3214,13,1.0,Violin 2,0.25,0.3571,65,0.7087
33.125,33.125,47.3214,13,1.0,Violin 2,0.25,0.3571,58,0.7087
33.125,33.125,47.3214,13,1.0,Viola,0.25,0.3571,58,1.0
33.125,33.125,47.3214,13,1.0,D Trumpet 2,0.5,0.7143,62,1.0
33.125,33.125,47.3214,13,1.0,A Clarinet 2,0.5,0.7143,62,1.0
33.125,33.125,47.3214,13,1.0,Violin 1,1.0,1.4286,70,0.7087
33.125,33.125,47.3214,13,1.0,Violin 1,1.0,1.4286,82,0.7087
33.375,33.375,47.6786,13,1.25,Violin 2,0.25,0.3571,62,0.7087
33.375,33.375,47.6786,13,1.25,Violoncello,0.25,0.3571,46,1.0
33.375,33.375,47.6786,13,1.25,Violin 2,0.25,0.3571,58,0.7087
33.375,33.375,47.6786,13,1.25,Contrabass,0.25,0.3571,34,1.0
33.375,33.375,47.6786,13,1.25,Viola,0.25,0.3571,53,1.0
33.625,33.625,48.0357,13,1.5,Viola,0.25,0.3571,53,1.0
33.625,33.625,48.0357,13,1.5,Contrabass,0.25,0.3571,34,1.0
33.625,33.625,48.0357,13,1.5,Violoncello,0.25,0.3571,46,1.0
33.625,33.625,48.0357,13,1.5,Violin 2,0.25,0.3571,62,0.7087
33.625,33.625,48.0357,13,1.5,Violin 2,0.25,0.3571,58,0.7087
33.875,33.875,48.3929,13,1.75,Contrabass,0.25,0.3571,34,1.0
33.875,33.875,48.3929,13,1.75,Viola,0.25,0.3571,53,1.0
33.875,33.875,48.3929,13,1.75,Violoncello,0.25,0.3571,46,1.0
33.875,33.875,48.3929,13,1.75,Violin 2,0.25,0.3571,62,0.7087
33.875,33.875,48.3929,13,1.75,Violin 2,0.25,0.3571,58,0.7087
34.125,34.125,48.75,13,2.0,Contrabass,0.25,0.3571,34,1.0
34.125,34.125,48.75,13,2.0,Viola,0.25,0.3571,53,1.0
34.125,34.125,48.75,13,2.0,Violoncello,0.25,0.3571,46,1.0
34.125,34.125,48.75,13,2.0,Violin 1,0.25,0.3571,82,1.0
34.125,34.125,48.75,13,2.0,Violin 2,0.25,0.3571,58,0.7087
34.125,34.125,48.75,13,2.0,Violin 2,0.25,0.3571,62,0.7087
34.375,34.375,49.1071,13,2.25,Viola,0.25,0.3571,53,1.0
34.375,34.375,49.1071,13,2.25,Violoncello,0.25,0.3571,46,1.0
34.375,34.375,49.1071,13,2.25,Violin 2,0.25,0.3571,58,0.7087
34.375,34.375,49.1071,13,2.25,Violin 2,0.25,0.3571,62,0.7087
34.375,34.375,49.1071,13,2.25,Contrabass,0.25,0.3571,34,1.0
34.375,34.375,49.1071,13,2.25,Violin 1,0.125,0.1786,81,1.0
34.5,34.5,49.2857,13,2.375,Violin 1,0.125,0.1786,79,1.0
34.625,34.625,49.4643,13,2.5,Violin 1,0.125,0.1786,77,1.0
34.625,34.625,49.4643,13,2.5,Viola,0.25,0.3571,53,1.0
34.625,34.625,49.4643,13,2.5,Violin 2,0.25,0.3571,62,0.7087
34.625,34.625,49.4643,13,2.5,Violoncello,0.25,0.3571,46,1.0
34.625,34.625,49.4643,13,2.5,Contrabass,0.25,0.3571,34,1.0
34.625,34.625,49.4643,13,2.5,Violin 2,0.25,0.3571,58,0.7087
34.75,34.75,49.6429,13,2.625,Violin 1,0.125,0.1786,75,1.0
34.875,34.875,49.8214,13,2.75,Violin 2,0.25,0.3571,62,0.7087
34.875,34.875,49.8214,13,2.75,Violoncello,0.25,0.3571,46,1.0
34.875,34.875,49.8214,13,2.75,Violin 1,0.125,0.1786,74,1.0
34.875,34.875,49.8214,13,2.75,Violin 2,0.25,0.3571,58,0.7087
34.875,34.875,49.8214,13,2.75,Contrabass,0.25,0.3571,34,1.0
34.875,34.875,49.8214,13,2.75,Viola,0.25,0.3571,53,1.0
35.0,35.0,50.0,13,2.875,Violin 1,0.125,0.1786,72,1.0
35.125,35.125,50.1786,13,3.0,Contrabass,0.25,0.3571,34,1.0
35.125,35.125,50.1786,13,3.0,Violin 2,0.25,0.3571,62,0.7087
35.125,35.125,50.1786,13,3.0,Violin 2,0.25,0.3571,58,0.7087
35.125,35.125,50.1786,13,3.0,Viola,0.25,0.3571,53,1.0
35.125,35.125,50.1786,13,3.0,Violin 1,0.125,0.1786,70,1.0
35.125,35.125,50.1786,13,3.0,Violoncello,0.25,0.3571,46,1.0
35.25,35.25,50.3571,13,3.125,Violin 1,0.125,0.1786,69,1.0
35.375,35.375,50.5357,13,3.25,Violoncello,0.25,0.3571,46,1.0
35.375,35.375,50.5357,13,3.25,Violin 1,0.125,0.1786,67,1.0
35.375,35.375,50.5357,13,3.25,Contrabass,0.25,0.3571,34,1.0
35.375,35.375,50.5357,13,3.25,Viola,0.25,0.3571,53,1.0
35.375,35.375,50.5357,13,3.25,Violin 2,0.25,0.3571,58,0.7087
35.375,35.375,50.5357,13,3.25,Violin 2,0.25,0.3571,62,0.7087
35.5,35.5,50.7143,13,3.375,Violin 1,0.125,0.1786,65,1.0
35.625,35.625,50.8929,13,3.5,Violoncello,0.25,0.3571,46,1.0
35.625,35.625,50.8929,13,3.5,Viola,0.25,0.3571,53,1.0
35.625,35.625,50.8929,13,3.5,Violin 1,0.125,0.1786,63,1.0
35.625,35.625,50.8929,13,3.5,Violin 2,0.25,0.3571,58,0.7087
35.625,35.625,50.8929,13,3.5,Violin 2,0.25,0.3571,62,0.7087
35.625,35.625,50.8929,13,3.5,Contrabass,0.25,0.3571,34,1.0
35.75,35.75,51.0714,13,3.625,Violin 1,0.125,0.1786,62,1.0
35.875,35.875,51.25,13,3.75,Viola,0.25,0.3571,53,1.0
35.875,35.875,51.25,13,3.75,Violoncello,0.25,0.3571,46,1.0
35.875,35.875,51.25,13,3.75,Violin 2,0.25,0.3571,58,0.7087
35.875,35.875,51.25,13,3.75,Contrabass,0.25,0.3571,34,1.0
35.875,35.875,51.25,13,3.75,Violin 1,0.125,0.1786,60,1.0
35.875,35.875,51.25,13,3.75,Violin 2,0.25,0.3571,62,0.7087
36.0,36.0,51.4286,13,3.875,Violin 1,0.125,0.1786,58,1.0
36.125,36.125,51.6071,14,1.0,Flute 1,1.0,1.4286,87,1.0
36.125,36.125,51.6071,14,1.0,Contrabass,0.25,0.3571,34,1.0
36.125,36.125,51.6071,14,1.0,Viola,0.25,0.3571,53,1.0
36.125,36.125,51.6071,14,1.0,Violin 2,0.25,0.3571,63,0.7087
36.125,36.125,51.6071,14,1.0,Violin 2,0.25,0.3571,60,0.7087
36.125,36.125,51.6071,14,1.0,Violin 1,0.5,0.7143,57,1.0
36.125,36.125,51.6071,14,1.0,Bassoon 1,1.0,1.4286,63,1.0
36.125,36.125,51.6071,14,1.0,Violoncello,0.25,0.3571,46,1.0
36.375,36.375,51.9643,14,1.25,Violoncello,0.25,0.3571,46,1.0
36.375,36.375,51.9643,14,1.25,Violin 2,0.25,0.3571,63,0.7087
36.375,36.375,51.9643,14,1.25,Violin 2,0.25,0.3571,60,0.7087
36.375,36.375,51.9643,14,1.25,Viola,0.25,0.3571,53,1.0
36.375,36.375,51.9643,14,1.25,Contrabass,0.25,0.3571,34,1.0
36.625,36.625,52.3214,14,1.5,Viola,0.25,0.3571,53,1.0
36.625,36.625,52.3214,14,1.5,Violin 1,0.375,0.5357,60,1.0
36.625,36.625,52.3214,14,1.5,Violoncello,0.25,0.3571,46,1.0
36.625,36.625,52.3214,14,1.5,Contrabass,0.25,0.3571,34,1.0
36.625,36.625,52.3214,14,1.5,Violin 2,0.25,0.3571,63,0.7087
36.625,36.625,52.3214,14,1.5,Violin 2,0.25,0.3571,60,0.7087
36.875,36.875,52.6786,14,1.75,Contrabass,0.25,0.3571,34,1.0
36.875,36.875,52.6786,14,1.75,Violin 2,0.25,0.3571,60,0.7087
36.875,36.875,52.6786,14,1.75,Violin 2,0.25,0.3571,63,0.7087
36.875,36.875,52.6786,14,1.75,Viola,0.25,0.3571,53,1.0
36.875,36.875,52.6786,14,1.75,Violoncello,0.25,0.3571,46,1.0
37.0,37.0,52.8571,14,1.875,Violin 1,0.125,0.1786,63,1.0
37.125,37.125,53.0357,14,2.0,Contrabass,0.25,0.3571,34,1.0
37.125,37.125,53.0357,14,2.0,Violin 1,0.5,0.7143,69,1.0
37.125,37.125,53.0357,14,2.0,Violin 2,0.25,0.3571,60,0.7087
37.125,37.125,53.0357,14,2.0,Violin 2,0.25,0.3571,63,0.7087
37.125,37.125,53.0357,14,2.0,Violoncello,0.25,0.3571,46,1.0
37.125,37.125,53.0357,14,2.0,Flute 1,0.25,0.3571,87,1.0
37.125,37.125,53.0357,14,2.0,Viola,0.25,0.3571,53,1.0
37.125,37.125,53.0357,14,2.0,Bassoon 1,0.25,0.3571,63,1.0
37.375,37.375,53.3929,14,2.25,Violin 2,0.25,0.3571,60,0.7087
37.375,37.375,53.3929,14,2.25,Flute 1,0.125,0.1786,86,1.0
37.375,37.375,53.3929,14,2.25,Contrabass,0.25,0.3571,34,1.0
37.375,37.375,53.3929,14,2.25,Viola,0.25,0.3571,53,1.0
37.375,37.375,53.3929,14,2.25,Violoncello,0.25,0.3571,46,1.0
37.375,37.375,53.3929,14,2.25,Violin 2,0.25,0.3571,63,0.7087
37.375,37.375,53.3929,14,2.25,Bassoon 1,0.125,0.1786,62,1.0
37.5,37.5,53.5714,14,2.375,Flute 1,0.125,0.1786,84,1.0
37.5,37.5,53.5714,14,2.375,Bassoon 1,0.125,0.1786,60,1.0
37.625,37.625,53.75,14,2.5,Bassoon 1,0.125,0.1786,58,1.0
37.625,37.625,53.75,14,2.5,Viola,0.25,0.3571,53,1.0
37.625,37.625,53.75,14,2.5,Violoncello,0.25,0.3571,46,1.0
37.625,37.625,53.75,14,2.5,Violin 2,0.25,0.3571,60,0.7087
37.625,37.625,53.75,14,2.5,Violin 2,0.25,0.3571,63,0.7087
37.625,37.625,53.75,14,2.5,Contrabass,0.25,0.3571,34,1.0
37.625,37.625,53.75,14,2.5,Flute 1,0.125,0.1786,82,1.0
37.625,37.625,53.75,14,2.5,Violin 1,0.5,0.7143,72,1.0
37.75,37.75,53.9286,14,2.625,Bassoon 1,0.125,0.1786,57,1.0
37.75,37.75,53.9286,14,2.625,Flute 1,0.125,0.1786,81,1.0
37.875,37.875,54.1071,14,2.75,Flute 1,0.125,0.1786,79,1.0
37.875,37.875,54.1071,14,2.75,Violin 2,0.25,0.3571,60,0.7087
37.875,37.875,54.1071,14,2.75,Violin 2,0.25,0.3571,63,0.7087
37.875,37.875,54.1071,14,2.75,Viola,0.25,0.3571,53,1.0
37.875,37.875,54.1071,14,2.75,Bassoon 1,0.125,0.1786,55,1.0
37.875,37.875,54.1071,14,2.75,Violoncello,0.25,0.3571,46,1.0
37.875,37.875,54.1071,14,2.75,Contrabass,0.25,0.3571,34,1.0
38.0,38.0,54.2857,14,2.875,Flute 1,0.125,0.1786,77,1.0
38.0,38.0,54.2857,14,2.875,Bassoon 1,0.125,0.1786,53,1.0
38.125,38.125,54.4643,14,3.0,Flute 1,0.125,0.1786,75,1.0
38.125,38.125,54.4643,14,3.0,Viola,0.25,0.3571,53,1.0
38.125,38.125,54.4643,14,3.0,Bassoon 1,0.125,0.1786,51,1.0
38.125,38.125,54.4643,14,3.0,Violoncello,0.25,0.3571,46,1.0
38.125,38.125,54.4643,14,3.0,Contrabass,0.25,0.3571,34,1.0
38.125,38.125,54.4643,14,3.0,Violin 2,0.25,0.3571,63,0.7087
38.125,38.125,54.4643,14,3.0,Violin 1,0.5,0.7143,75,1.0
38.125,38.125,54.4643,14,3.0,Violin 2,0.25,0.3571,60,0.7087
38.25,38.25,54.6429,14,3.125,Flute 1,0.125,0.1786,86,1.0
38.25,38.25,54.6429,14,3.125,Bassoon 1,0.125,0.1786,62,1.0
38.375,38.375,54.8214,14,3.25,Violin 2,0.25,0.3571,60,0.7087
38.375,38.375,54.8214,14,3.25,Bassoon 1,0.125,0.1786,60,1.0
38.375,38.375,54.8214,14,3.25,Flute 1,0.125,0.1786,84,1.0
38.375,38.375,54.8214,14,3.25,Violoncello,0.25,0.3571,46,1.0
38.375,38.375,54.8214,14,3.25,Contrabass,0.25,0.3571,34,1.0
38.375,38.375,54.8214,14,3.25,Viola,0.25,0.3571,53,1.0
38.375,38.375,54.8214,14,3.25,Violin 2,0.25,0.3571,63,0.7087
38.5,38.5,55.0,14,3.375,Bassoon 1,0.125,0.1786,58,1.0
38.5,38.5,55.0,14,3.375,Flute 1,0.125,0.1786,82,1.0
38.625,38.625,55.1786,14,3.5,Contrabass,0.25,0.3571,34,1.0
38.625,38.625,55.1786,14,3.5,Violin 2,0.25,0.3571,63,0.7087
38.625,38.625,55.1786,14,3.5,Violoncello,0.25,0.3571,46,1.0
38.625,38.625,55.1786,14,3.5,Viola,0.25,0.3571,53,1.0
38.625,38.625,55.1786,14,3.5,Violin 1,0.5,0.7143,81,1.0
38.625,38.625,55.1786,14,3.5,Bassoon 1,0.125,0.1786,57,1.0
38.625,38.625,55.1786,14,3.5,Flute 1,0.125,0.1786,81,1.0
38.625,38.625,55.1786,14,3.5,Violin 2,0.25,0.3571,60,0.7087
38.75,38.75,55.3571,14,3.625,Bassoon 1,0.125,0.1786,67,1.0
38.75,38.75,55.3571,14,3.625,Flute 1,0.125,0.1786,91,1.0
38.875,38.875,55.5357,14,3.75,Bassoon 1,0.125,0.1786,65,1.0
38.875,38.875,55.5357,14,3.75,Contrabass,0.25,0.3571,34,1.0
38.875,38.875,55.5357,14,3.75,Flute 1,0.125,0.1786,89,1.0
38.875,38.875,55.5357,14,3.75,Violoncello,0.25,0.3571,46,1.0
38.875,38.875,55.5357,14,3.75,Viola,0.25,0.3571,53,1.0
38.875,38.875,55.5357,14,3.75,Violin 2,0.25,0.3571,60,0.7087
38.875,38.875,55.5357,14,3.75,Violin 2,0.25,0.3571,63,0.7087
39.0,39.0,55.7143,14,3.875,Bassoon 1,0.125,0.1786,63,1.0
39.0,39.0,55.7143,14,3.875,Flute 1,0.125,0.1786,87,1.0
39.125,39.125,55.8929,15,1.0,Violin 1,1.0,1.4286,82,0.7087
39.125,39.125,55.8929,15,1.0,Violin 1,1.0,1.4286,70,0.7087
39.125,39.125,55.8929,15,1.0,Contrabass,0.25,0.3571,34,1.0
39.125,39.125,55.8929,15,1.0,Violoncello,0.25,0.3571,46,1.0
39.125,39.125,55.8929,15,1.0,Bassoon 1,0.5,0.7143,62,1.0
39.125,39.125,55.8929,15,1.0,Violin 2,0.5,0.7143,62,1.0
39.125,39.125,55.8929,15,1.0,Flute 1,0.5,0.7143,86,1.0
39.125,39.125,55.8929,15,1.0,Viola,0.25,0.3571,53,1.0
39.375,39.375,56.25,15,1.25,Viola,0.25,0.3571,58,0.7087
39.375,39.375,56.25,15,1.25,Violoncello,0.25,0.3571,46,0.4961
39.375,39.375,56.25,15,1.25,Viola,0.25,0.3571,53,0.7087
39.375,39.375,56.25,15,1.25,Viola,0.25,0.3571,62,0.7087
39.375,39.375,56.25,15,1.25,Contrabass,0.25,0.3571,34,0.4961
39.625,39.625,56.6071,15,1.5,Contrabass,0.25,0.3571,34,0.4961
39.625,39.625,56.6071,15,1.5,Violoncello,0.25,0.3571,46,0.4961
39.625,39.625,56.6071,15,1.5,Viola,0.25,0.3571,62,0.7087
39.625,39.625,56.6071,15,1.5,Violin 2,0.5,0.7143,70,1.0
39.625,39.625,56.6071,15,1.5,Viola,0.25,0.3571,53,0.7087
39.625,39.625,56.6071,15,1.5,Viola,0.25,0.3571,58,0.7087
39.875,39.875,56.9643,15,1.75,Contrabass,0.25,0.3571,34,0.4961
39.875,39.875,56.9643,15,1.75,Viola,0.25,0.3571,58,0.7087
39.875,39.875,56.9643,15,1.75,Viola,0.25,0.3571,62,0.7087
39.875,39.875,56.9643,15,1.75,Violoncello,0.25,0.3571,46,0.4961
39.875,39.875,56.9643,15,1.75,Viola,0.25,0.3571,53,0.7087
40.125,40.125,57.3214,15,2.0,Violoncello,0.25,0.3571,46,0.4961
40.125,40.125,57.3214,15,2.0,Viola,0.25,0.3571,53,0.7087
40.125,40.125,57.3214,15,2.0,Viola,0.25,0.3571,58,0.7087
40.125,40.125,57.3214,15,2.0,Contrabass,0.25,0.3571,34,0.4961
40.125,40.125,57.3214,15,2.0,Violin 1,0.125,0.1786,82,0.6378
40.125,40.125,57.3214,15,2.0,Viola,0.25,0.3571,62,0.7087
40.125,40.125,57.3214,15,2.0,Violin 2,0.125,0.1786,70,1.0
40.25,40.25,57.5,15,2.125,Violin 2,0.125,0.1786,65,0.6378
40.25,40.25,57.5,15,2.125,Violin 1,0.125,0.1786,77,0.6378
40.375,40.375,57.6786,15,2.25,Violin 1,0.125,0.1786,79,0.6378
40.375,40.375,57.6786,15,2.25,Violin 2,0.125,0.1786,67,0.6378
40.375,40.375,57.6786,15,2.25,Contrabass,0.25,0.3571,34,0.4961
40.375,40.375,57.6786,15,2.25,Viola,0.25,0.3571,53,0.7087
40.375,40.375,57.6786,15,2.25,Viola,0.25,0.3571,58,0.7087
40.375,40.375,57.6786,15,2.25,Viola,0.25,0.3571,62,0.7087
40.375,40.375,57.6786,15,2.25,Violoncello,0.25,0.3571,46,0.4961
40.5,40.5,57.8571,15,2.375,Violin 1,0.125,0.1786,81,0.6378
40.5,40.5,57.8571,15,2.375,Violin 2,0.125,0.1786,69,0.6378
40.625,40.625,58.0357,15,2.5,Contrabass,0.25,0.3571,34,0.4961
40.625,40.625,58.0357,15,2.5,Violoncello,0.25,0.3571,46,0.4961
40.625,40.625,58.0357,15,2.5,Viola,0.25,0.3571,53,0.7087
40.625,40.625,58.0357,15,2.5,Violin 2,0.125,0.1786,70,0.6378
40.625,40.625,58.0357,15,2.5,Viola,0.25,0.3571,58,0.7087
40.625,40.625,58.0357,15,2.5,Violin 1,0.125,0.1786,82,0.6378
40.625,40.625,58.0357,15,2.5,Viola,0.25,0.3571,62,0.7087
40.75,40.75,58.2143,15,2.625,Violin 2,0.125,0.1786,72,0.6378
40.75,40.75,58.2143,15,2.625,Violin 1,0.125,0.1786,84,0.6378
40.875,40.875,58.3929,15,2.75,Violoncello,0.25,0.3571,46,0.4961
40.875,40.875,58.3929,15,2.75,Viola,0.25,0.3571,62,0.7087
40.875,40.875,58.3929,15,2.75,Violin 1,0.125,0.1786,86,0.6378
40.875,40.875,58.3929,15,2.75,Contrabass,0.25,0.3571,34,0.4961
40.875,40.875,58.3929,15,2.75,Violin 2,0.125,0.1786,74,0.6378
40.875,40.875,58.3929,15,2.75,Viola,0.25,0.3571,58,0.7087
40.875,40.875,58.3929,15,2.75,Viola,0.25,0.3571,53,0.7087
41.0,41.0,58.5714,15,2.875,Violin 1,0.125,0.1786,84,0.6378
41.0,41.0,58.5714,15,2.875,Violin 2,0.125,0.1786,72,0.6378
41.125,41.125,58.75,15,3.0,Viola,0.25,0.3571,58,0.7087
41.125,41.125,58.75,15,3.0,Violin 2,0.125,0.1786,70,0.6378
41.125,41.125,58.75,15,3.0,Contrabass,0.25,0.3571,34,0.4961
41.125,41.125,58.75,15,3.0,Viola,0.25,0.3571,53,0.7087
41.125,41.125,58.75,15,3.0,Viola,0.25,0.3571,62,0.7087
41.125,41.125,58.75,15,3.0,Violoncello,0.25,0.3571,46,0.4961
41.125,41.125,58.75,15,3.0,Violin 1,0.125,0.1786,82,0.6378
41.25,41.25,58.9286,15,3.125,Violin 2,0.125,0.1786,69,0.6378
41.25,41.25,58.9286,15,3.125,Violin 1,0.125,0.1786,81,0.6378
41.375,41.375,59.1071,15,3.25,Violin 1,0.125,0.1786,79,0.6378
41.375,41.375,59.1071,15,3.25,Contrabass,0.25,0.3571,34,0.4961
41.375,41.375,59.1071,15,3.25,Viola,0.25,0.3571,58,0.7087
41.375,41.375,59.1071,15,3.25,Viola,0.25,0.3571,62,0.7087
41.375,41.375,59.1071,15,3.25,Viola,0.25,0.3571,53,0.7087
41.375,41.375,59.1071,15,3.25,Violin 2,0.125,0.1786,67,0.6378
41.375,41.375,59.1071,15,3.25,Violoncello,0.25,0.3571,46,0.4961
41.5,41.5,59.2857,15,3.375,Violin 2,0.125,0.1786,65,0.6378
41.5,41.5,59.2857,15,3.375,Violin 1,0.125,0.1786,77,0.6378
41.625,41.625,59.4643,15,3.5,Violoncello,0.25,0.3571,46,0.4961
41.625,41.625,59.4643,15,3.5,Viola,0.25,0.3571,53,0.7087
41.625,41.625,59.4643,15,3.5,Violin 1,0.125,0.1786,75,0.6378
41.625,41.625,59.4643,15,3.5,Contrabass,0.25,0.3571,34,0.4961
41.625,41.625,59.4643,15,3.5,Violin 2,0.125,0.1786,63,0.6378
41.625,41.625,59.4643,15,3.5,Viola,0.25,0.3571,58,0.7087
41.625,41.625,59.4643,15,3.5,Viola,0.25,0.3571,62,0.7087
41.75,41.75,59.6429,15,3.625,Violin 1,0.125,0.1786,74,0.6378
41.75,41.75,59.6429,15,3.625,Violin 2,0.125,0.1786,62,0.6378
41.875,41.875,59.8214,15,3.75,Contrabass,0.25,0.3571,34,0.4961
41.875,41.875,59.8214,15,3.75,Viola,0.25,0.3571,62,0.7087
41.875,41.875,59.8214,15,3.75,Viola,0.25,0.3571,58,0.7087
41.875,41.875,59.8214,15,3.75,Violin 1,0.125,0.1786,72,0.6378
41.875,41.875,59.8214,15,3.75,Violin 2,0.125,0.1786,60,0.6378
41.875,41.875,59.8214,15,3.75,Violoncello,0.25,0.3571,46,0.4961
41.875,41.875,59.8214,15,3.75,Viola,0.25,0.3571,53,0.7087
42.0,42.0,60.0,15,3.875,Violin 1,0.125,0.1786,70,0.6378
42.0,42.0,60.0,15,3.875,Violin 2,0.125,0.1786,58,0.6378
42.125,42.125,60.1786,16,1.0,Flute 1,1.0,1.4286,87,1.0
42.125,42.125,60.1786,16,1.0,Viola,0.25,0.3571,63,0.7087
42.125,42.125,60.1786,16,1.0,Viola,0.25,0.3571,60,0.7087
42.125,42.125,60.1786,16,1.0,Violoncello,0.25,0.3571,46,1.0
42.125,42.125,60.1786,16,1.0,Viola,0.25,0.3571,53,0.7087
42.125,42.125,60.1786,16,1.0,Bassoon 1,1.0,1.4286,63,1.0
42.125,42.125,60.1786,16,1.0,Violin 1,0.375,0.5357,69,1.0
42.125,42.125,60.1786,16,1.0,Contrabass,0.25,0.3571,34,1.0
42.125,42.125,60.1786,16,1.0,Violin 2,0.25,0.3571,57,1.0
42.375,42.375,60.5357,16,1.25,Viola,0.25,0.3571,53,0.9921
42.375,42.375,60.5357,16,1.25,Violin 2,0.25,0.3571,60,0.7087
42.375,42.375,60.5357,16,1.25,Violin 2,0.25,0.3571,63,0.7087
42.375,42.375,60.5357,16,1.25,Violoncello,0.25,0.3571,46,1.0
42.375,42.375,60.5357,16,1.25,Contrabass,0.25,0.3571,34,1.0
42.5,42.5,60.7143,16,1.375,Violin 1,0.125,0.1786,57,1.0
42.625,42.625,60.8929,16,1.5,Violin 1,0.375,0.5357,60,1.0
42.625,42.625,60.8929,16,1.5,Violin 2,0.25,0.3571,60,0.7087
42.625,42.625,60.8929,16,1.5,Violin 2,0.25,0.3571,63,0.7087
42.625,42.625,60.8929,16,1.5,Viola,0.25,0.3571,53,0.9921
42.625,42.625,60.8929,16,1.5,Violoncello,0.25,0.3571,46,1.0
42.625,42.625,60.8929,16,1.5,Contrabass,0.25,0.3571,34,1.0
42.875,42.875,61.25,16,1.75,Contrabass,0.25,0.3571,34,1.0
42.875,42.875,61.25,16,1.75,Violin 2,0.25,0.3571,60,0.7087
42.875,42.875,61.25,16,1.75,Violin 2,0.25,0.3571,63,0.7087
42.875,42.875,61.25,16,1.75,Violoncello,0.25,0.3571,46,1.0
42.875,42.875,61.25,16,1.75,Viola,0.25,0.3571,53,0.9921
43.0,43.0,61.4286,16,1.875,Violin 1,0.125,0.1786,63,1.0
43.125,43.125,61.6071,16,2.0,Violin 2,0.25,0.3571,60,0.7087
43.125,43.125,61.6071,16,2.0,Flute 1,0.125,0.1786,87,0.6378
43.125,43.125,61.6071,16,2.0,Violoncello,0.25,0.3571,46,1.0
43.125,43.125,61.6071,16,2.0,Viola,0.25,0.3571,53,0.9921
43.125,43.125,61.6071,16,2.0,Bassoon 1,0.125,0.1786,63,0.6378
